Word1,Word2,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,Judgements,Alpha_Proportion
cricket,plow,cricket and plow,plow and cricket,0,22371439.0,2091711.0,yes,0,1,0,-1,0,0,2.369802709,-1,-1,-1,0.0,,0,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",0.6
fresco,gingerbread,fresco and gingerbread,gingerbread and fresco,0,1898238.0,2680755.0,yes,0,0,-1,0,0,0,-0.345172384,-1,1,1,0.0,,0,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",0.9
cello,sunflower,cello and sunflower,sunflower and cello,0,3201808.0,4859179.0,yes,0,0,0,0,0,0,-0.417153843,1,0,0,0.0,,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
archway,quilt,archway and quilt,quilt and archway,0,697748.0,11191695.0,yes,0,0,0,0,0,0,-2.775069258,-1,0,0,0.0,,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
compass,haystack,compass and haystack,haystack and compass,0,8062871.0,777871.0,yes,0,0,0,0,0,0,2.338464275,0,-1,-1,0.0,,0,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",0.9
beacon,millipede,beacon and millipede,millipede and beacon,0,6961993.0,123796.0,yes,0,-1,0,0,1,0,4.029586013,1,-1,-1,0.0,,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
parchment,windmill,parchment and windmill,windmill and parchment,0,4503266.0,1674006.0,yes,0,0,0,0,0,0,0.989583355,0,-1,-1,0.0,,0,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",0.5
candlestick,meadow,candlestick and meadow,meadow and candlestick,0,1123593.0,4852235.0,yes,0,1,0,0,0,0,-1.462907837,-1,1,1,0.0,,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.906428141,0.72889779,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.832201855,0.417527435,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.697528861,0.607221499,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.882519564,0.625878003,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
left,right,left and right,right and left,1786858,,,no,0,-1,0,0,0,0,-0.326632575,0,0,0,0.432671762,0.414511721,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,0.07364793,0.349332677,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.601676569,0.520166016,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.992598115,0.663859347,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.939012071,0.610818675,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,0.019250162,0.22931275,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
place,time,place and time,time and place,1218090,,,no,0,1,0,0,0,0,-1.106275998,0,0,0,0.138676945,0.55536758,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,0.061927872,0.104713101,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
brothers,sisters,brothers and sisters,sisters and brothers,1102312,,,no,0,0,0,1,0,0,0.569693359,0,0,0,0.914240251,0.638839038,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
husband,wife,husband and wife,wife and husband,1075512,,,no,0,0,0,1,0,0,-0.514261429,-1,-1,-1,0.974598145,0.502755013,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,0.085447759,0.414941423,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
pepper,salt,pepper and salt,salt and pepper,831039,,,no,0,0,-1,0,0,0,-1.263496356,-1,-1,-1,0.060750458,0.268883862,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
fall,rise,fall and rise,rise and fall,746325,,,no,0,-1,0,0,0,0,0.334721403,0,0,0,0.029948079,0.432034832,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
arms,legs,arms and legs,legs and arms,667976,,,no,0,1,0,0,0,0,0.779154987,0,0,0,0.836992646,0.605168737,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
fruits,vegetables,fruits and vegetables,vegetables and fruits,667661,,,no,0,0,0,0,0,0,0.128017055,2,2,1,0.850105068,0.608532524,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
arts,sciences,arts and sciences,sciences and arts,618850,,,no,0,0,0,-1,0,0,0.354154116,2,2,1,0.954457461,0.493375074,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
gentlemen,ladies,gentlemen and ladies,ladies and gentlemen,501922,,,no,0,0,-1,1,0,0,-0.283997477,-1,-1,0,0.09135284,0.517631883,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
feelings,thoughts,feelings and thoughts,thoughts and feelings,480072,,,no,0,0,0,0,1,0,0.057240484,-1,-1,-1,0.151364795,0.418338269,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
diagnosis,treatment,diagnosis and treatment,treatment and diagnosis,448278,,,no,0,0,0,0,0,1,-1.43873998,-2,0,0,0.991300042,0.701296774,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
groups,individuals,groups and individuals,individuals and groups,441733,,,no,0,-1,0,0,0,0,0.599729376,4,2,1,0.252145527,0.612101023,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.668605263,0.323116878,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
heart,mind,heart and mind,mind and heart,433049,,,no,0,-1,0,0,0,0,-0.209517858,0,0,0,0.466314436,0.417600374,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,0.188901131,0.363478198,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,0.409363827,0.30446663,1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.1
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,0.007024656,0.235327372,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.546596289,0.332020154,1,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",0.8
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,0.102906496,0.303386535,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,0.142224154,0.525200956,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.986579568,0.857623367,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
light,shadow,light and shadow,shadow and light,128575,,,no,0,0,0,0,0,1,2.228753162,1,0,0,0.90835699,0.843771356,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
honey,milk,honey and milk,milk and honey,113327,,,no,0,0,-1,0,0,0,-1.142214853,-1,-1,-1,0.056359032,0.271479828,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
nose,throat,nose and throat,throat and nose,101711,,,no,0,1,0,0,0,0,0.246119496,0,0,0,0.921483419,0.591262509,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
anger,fear,anger and fear,fear and anger,88323,,,no,0,0,0,0,1,0,-1.078798158,-1,-1,-1,0.414184301,0.388667326,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
head,tail,head and tail,tail and head,73606,,,no,0,1,0,0,0,0,2.409717583,0,0,0,0.945126756,0.646582108,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
novels,stories,novels and stories,stories and novels,70893,,,no,0,0,1,0,0,0,-1.342249901,0,0,0,0.494985401,0.576488115,1,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0.2
sunrise,sunset,sunrise and sunset,sunset and sunrise,66190,,,no,0,0,-1,0,0,1,-0.728136507,0,0,0,0.793684847,0.686285615,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
sympathy,understanding,sympathy and understanding,understanding and sympathy,66140,,,no,0,1,0,0,0,0,-1.612695637,1,-1,0,0.683716359,0.619652003,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
shoes,socks,shoes and socks,socks and shoes,64752,,,no,0,0,1,0,0,0,1.775546567,0,0,0,0.762154065,0.656292357,1,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0.9
equipment,personnel,equipment and personnel,personnel and equipment,64626,,,no,0,-1,0,0,0,0,0.650614969,1,-1,-1,0.414136725,0.403493921,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
eyes,face,eyes and face,face and eyes,61214,,,no,-1,0,0,0,0,0,-0.011947487,0,0,0,0.312657235,0.455208265,1,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",0.8
ink,paper,ink and paper,paper and ink,58599,,,no,0,-1,0,0,0,0,-2.540502241,1,1,1,0.472260619,0.464057006,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.1
muscles,nerves,muscles and nerves,nerves and muscles,55557,,,no,0,0,1,1,0,0,0.566776908,-1,-1,-1,0.415555196,0.637875298,1,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",0.9
charts,maps,charts and maps,maps and charts,51057,,,no,0,0,-1,0,0,0,-0.574191021,0,0,0,0.240123783,0.381349555,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
elbows,knees,elbows and knees,knees and elbows,48397,,,no,0,1,0,0,0,0,-1.653778594,-1,0,0,0.498687935,0.50449004,1,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",0.2
Christmas,Easter,Christmas and Easter,Easter and Christmas,47337,,,no,0,0,1,0,0,1,1.316616204,0,0,0,0.787122124,0.867650547,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
nature,size,nature and size,size and nature,38101,,,no,0,-1,0,0,0,0,0.540017944,-1,-1,-1,0.305635023,0.33338555,1,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0.2
gums,teeth,gums and teeth,teeth and gums,36148,,,no,0,0,-1,0,0,0,-2.957066221,0,0,0,0.173536572,0.322460132,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
chairs,sofas,chairs and sofas,sofas and chairs,35053,,,no,0,1,1,0,0,0,2.962846871,1,1,1,0.560722335,0.823976028,1,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",0.3
characters,situations,characters and situations,situations and characters,32957,,,no,0,1,0,0,0,0,0.091663492,1,-1,0,0.817883909,0.662193,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
joy,pleasure,joy and pleasure,pleasure and joy,28376,,,no,0,0,0,0,0,0,-0.245119815,1,1,1,0.658901889,0.606190356,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
Thursday,Tuesday,Thursday and Tuesday,Tuesday and Thursday,27948,,,no,0,0,0,0,0,-1,-0.033473703,0,0,0,0.004758838,0.219139396,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
barley,oats,barley and oats,oats and barley,27431,,,no,0,0,0,0,0,0,0.221755196,-1,-1,-1,0.429805694,0.401004659,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
beauty,dignity,beauty and dignity,dignity and beauty,25267,,,no,0,0,0,0,0,0,1.035649349,1,1,0,0.521272806,0.524487708,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
boats,ships,boats and ships,ships and boats,24996,,,no,0,1,-1,0,0,0,-0.727819944,0,0,0,0.379260682,0.456529706,1,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",0.8
misery,pain,misery and pain,pain and misery,24920,,,no,0,-1,0,0,0,0,-2.117628603,-2,-2,-1,0.279253612,0.278739863,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
bones,skulls,bones and skulls,skulls and bones,19232,,,no,1,0,0,-1,0,0,2.505134591,0,0,0,0.393354825,0.497668306,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.1
dairy,poultry,dairy and poultry,poultry and dairy,13945,,,no,0,0,0,0,0,0,0.386569124,0,0,0,0.689996415,0.514559293,1,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",0.9
being,existence,being and existence,existence and being,12923,,,no,0,0,0,0,0,0,1.98018235,0,0,0,0.525961464,0.557554485,1,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",0.7
radar,radio,radar and radio,radio and radar,12445,,,no,0,0,-1,0,0,-1,-1.969784628,1,0,0,0.318360788,0.145085968,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0.1
humility,pride,humility and pride,pride and humility,12307,,,no,0,0,0,0,-1,0,-1.628654968,-2,-2,-1,0.303323312,0.340514317,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
pitch,volume,pitch and volume,volume and pitch,10617,,,no,0,0,0,-1,0,0,-1.796795148,1,1,1,0.665253838,0.442923092,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
skirt,sweater,skirt and sweater,sweater and skirt,9969,,,no,0,-1,0,0,0,0,0.832741544,1,1,1,0.51198716,0.55531037,1,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",0.2
linen,silk,linen and silk,silk and linen,9625,,,no,0,0,1,-1,0,0,-0.800047675,-1,-1,-1,0.45787013,0.362019358,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
checks,money,checks and money,money and checks,7950,,,no,-1,0,0,0,0,0,-2.713624657,1,1,1,0.79509434,0.492181558,1,"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",0.5
calluses,corns,calluses and corns,corns and calluses,5405,,,no,0,0,0,0,-1,0,-0.609339981,-2,-2,-1,0.180018501,0.365782092,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
action,motion,action and motion,motion and action,5237,,,no,-1,0,0,0,0,0,1.105466926,0,0,0,0.397173955,0.485416282,1,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",0.8
brain,intelligence,brain and intelligence,intelligence and brain,5151,,,no,0,1,0,0,0,0,0.337099124,2,2,1,0.755387303,0.687836373,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
conduct,manners,conduct and manners,manners and conduct,5138,,,no,-1,1,0,0,0,0,1.405433363,0,0,0,0.395679253,0.574537799,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
completeness,unity,completeness and unity,unity and completeness,4700,,,no,0,0,0,0,0,0,-2.214478222,1,1,0,0.231914894,0.436647999,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
hostility,indifference,hostility and indifference,indifference and hostility,4279,,,no,0,-1,0,0,1,0,0.163839806,0,0,0,0.313624679,0.449531714,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
depth,force,depth and force,force and depth,4062,,,no,0,0,0,-1,0,0,-1.487446969,0,0,0,0.615952733,0.345841179,1,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0]",0.6
hours,miles,hours and miles,miles and hours,3820,,,no,0,-1,0,0,0,0,0.236266192,0,0,0,0.413612565,0.429414261,1,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0.6
movements,speech,movements and speech,speech and movements,3639,,,no,0,-1,1,0,0,0,-0.587083494,-1,-1,-1,0.611431712,0.406735967,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
schools,synagogues,schools and synagogues,synagogues and schools,3291,,,no,0,0,1,0,0,0,4.247925511,2,0,0,0.40808265,0.769443991,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",0.8
arrangers,composers,arrangers and composers,composers and arrangers,3127,,,no,0,0,0,-1,0,0,-3.617072484,0,0,0,0.179405181,0.295557195,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
happiness,laughter,happiness and laughter,laughter and happiness,3072,,,no,0,-1,0,0,0,0,0.551352704,-1,-1,0,0.413736979,0.445380053,1,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1]",0.5
diagrams,sketches,diagrams and sketches,sketches and diagrams,2961,,,no,0,0,0,0,0,0,-0.01971923,-1,1,1,0.391421817,0.541359099,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.1
pail,shovel,pail and shovel,shovel and pail,2855,,,no,0,0,-1,0,0,0,-0.445042291,1,1,1,0.821716287,0.492960196,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.9
candies,cookies,candies and cookies,cookies and candies,2837,,,no,0,0,0,0,0,0,-1.80479814,0,0,0,0.352485019,0.455214655,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
county,village,county and village,village and county,2834,,,no,0,0,-1,0,0,0,0.69199267,0,0,0,0.429075512,0.41426109,1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.1
charm,variety,charm and variety,variety and charm,2705,,,no,0,0,0,0,0,-1,-1.785663846,2,2,1,0.437707948,0.259238327,1,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",0.8
bouquets,wreaths,bouquets and wreaths,wreaths and bouquets,2269,,,no,0,0,1,0,0,0,-0.437635781,0,0,0,0.375936536,0.600265254,1,"[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",0.6
beech,elm,beech and elm,elm and beech,1837,,,no,0,0,0,0,0,0,-0.267702619,0,0,0,0.607512248,0.496807893,1,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",0.8
complexity,obscurity,complexity and obscurity,obscurity and complexity,1319,,,no,0,0,0,0,0,1,1.794422938,0,0,0,0.650492798,0.816741415,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
devotion,effort,devotion and effort,effort and devotion,1231,,,no,0,-1,0,0,0,0,-1.819249948,0,0,0,0.310316816,0.375810047,1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.1
alibis,excuses,alibis and excuses,excuses and alibis,1103,,,no,0,1,0,0,0,0,-2.954388691,-1,1,1,0.549410698,0.543249542,1,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0.3
body,mind,body and mind,mind and body,820530,,,no,0,1,0,0,0,0,0.133090363,-1,-1,-1,0.417304669,0.478831132,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
man,woman,man and woman,woman and man,731849,,,no,0,0,0,1,0,0,1.177898817,1,1,1,0.960577933,0.746114191,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
law,order,law and order,order and law,682080,,,no,0,1,0,0,0,1,-0.056705453,1,1,1,0.985217277,0.887084889,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
cause,effect,cause and effect,effect and cause,679208,,,no,0,0,0,0,0,1,-0.292014135,0,0,0,0.989392057,0.78038961,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
radio,television,radio and television,television and radio,651263,,,no,0,0,-1,0,0,0,0.125163278,1,1,1,0.744326025,0.508433112,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.944710784,0.784619268,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
feet,hands,feet and hands,hands and feet,574548,,,no,0,-1,0,0,0,0,-0.043844078,0,0,0,0.117742991,0.421980679,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
money,time,money and time,time and money,572131,,,no,0,0,0,0,0,0,-1.823941142,-1,-1,-1,0.103369683,0.349021206,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
blood,flesh,blood and flesh,flesh and blood,556220,,,no,0,-1,0,0,0,0,1.713790461,0,0,0,0.02639603,0.469076088,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
god,man,god and man,man and god,501367,,,no,0,0,0,1,0,0,-0.518086474,0,0,0,0.82382965,0.611173713,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
file,rank,file and rank,rank and file,500989,,,no,0,1,0,0,0,0,0.945394566,0,0,0,0.000357293,0.609472253,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
brother,sister,brother and sister,sister and brother,492450,,,no,0,0,0,1,0,0,0.396156732,0,0,0,0.838271906,0.634481471,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
father,son,father and son,son and father,486090,,,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.967923636,0.527898002,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
men,officers,men and officers,officers and men,457386,,,no,0,0,0,-1,0,0,1.961113083,2,2,1,0.090599625,0.536916874,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
south,west,south and west,west and south,455538,,,no,0,1,0,0,0,0,0.171052855,0,0,0,0.648622069,0.589291772,1,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",0.9
error,trial,error and trial,trial and error,454209,,,no,0,-1,0,0,0,-1,-0.045549711,0,0,0,0.00048656,0.1682363,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
arts,crafts,arts and crafts,crafts and arts,454080,,,no,1,0,0,0,0,0,2.101639709,0,0,0,0.995249736,0.608037375,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
pressure,temperature,pressure and temperature,temperature and pressure,449437,,,no,0,0,-1,0,0,0,0.238472567,2,2,0,0.362246544,0.387703872,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
days,nights,days and nights,nights and days,445957,,,no,0,1,0,0,0,0,2.673166742,0,0,0,0.914446909,0.653089381,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
land,sea,land and sea,sea and land,413757,,,no,0,1,0,0,0,0,0.589392687,0,0,0,0.688761761,0.60023631,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
north,west,north and west,west and north,385427,,,no,0,0,1,0,0,0,0.140452336,0,0,0,0.728316906,0.61522347,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
spring,summer,spring and summer,summer and spring,381701,,,no,0,0,0,0,0,1,-0.095203156,1,1,1,0.990141498,0.849533387,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
magazines,newspapers,magazines and newspapers,newspapers and magazines,378784,,,no,0,0,0,0,0,0,-0.600321966,0,1,1,0.29979883,0.56162983,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
hands,knees,hands and knees,knees and hands,339150,,,no,0,1,0,0,0,0,2.089498389,0,0,0,0.981444788,0.638599031,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
moon,sun,moon and sun,sun and moon,322714,,,no,0,0,-1,0,0,0,-0.935454654,0,0,0,0.089360858,0.372141719,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
fathers,mothers,fathers and mothers,mothers and fathers,315907,,,no,0,0,-1,1,0,0,-0.131776521,0,0,0,0.492318942,0.514095649,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
city,county,city and county,county and city,315000,,,no,0,0,0,0,0,1,0.829040122,0,0,0,0.821015873,0.800533249,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
ears,eyes,ears and eyes,eyes and ears,304481,,,no,0,0,-1,0,0,0,-2.090266343,0,0,0,0.128983418,0.343351,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
college,school,college and school,school and college,301287,,,no,-1,0,-1,0,0,-1,-0.885624709,-1,-1,-1,0.027644737,0.080375007,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
college,university,college and university,university and college,296202,,,no,0,0,0,-1,0,0,-0.730332132,3,1,0,0.891962242,0.426562794,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
dark,light,dark and light,light and dark,292691,,,no,0,-1,0,0,0,0,-0.846245252,0,0,0,0.244537755,0.400892029,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
future,past,future and past,past and future,283153,,,no,0,0,0,0,0,-1,-0.107364339,-1,-1,-1,0.042132699,0.15182568,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
evening,morning,evening and morning,morning and evening,282270,,,no,0,-1,0,0,0,-1,-0.533727315,0,0,0,0.076359514,0.160950707,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
ice,snow,ice and snow,snow and ice,278789,,,no,0,1,0,0,0,0,0.196347167,0,0,0,0.409417158,0.589956151,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
husbands,wives,husbands and wives,wives and husbands,272233,,,no,0,0,0,1,0,0,-0.652517327,-1,-1,-1,0.89565556,0.499003067,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
boys,men,boys and men,men and boys,263583,,,no,0,0,0,-1,0,0,-1.891757659,0,0,0,0.252391087,0.335980344,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
bread,butter,bread and butter,butter and bread,261886,,,no,0,0,1,0,0,0,0.478962208,1,1,1,0.98716999,0.720654857,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
