WordA,WordB,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,LogCenteredOverallFreq,Estimate,Est.Error,Q2.5,Q97.5,item,predicted_resp_value,predicted_resp,GeneratedSentence
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,1,knowledge and skills,"In the mirror of my mind, my identity is forged from knowledge and skills, each reflecting a different facet of who I am."
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,1,knowledge and skills,"In the misty dawn of the ancient kingdom, the wise shaman guarded the tribe's knowledge and skills like a sacred fire."
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,0,skills and knowledge,"In the soft twilight of reverie, the tapestry of dreams weaves together fragile hopes, while skills and knowledge linger like whispering shadows, hinting at possibilities beyond the waking world."
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,1,knowledge and skills,"While charisma can open doors, knowledge and skills are the sturdy foundations that keep them from collapsing."
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,0,skills and knowledge,"In the silent garden of the mind, skills and knowledge bloom like unseen constellations, guiding the soul's wandering."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,"The veteran admiral gazed at the swirling nebula, knowing that power and influence could bend entire star systems to his will."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,"The rich, lingering bitterness of the dark chocolate carried the subtle heat of power and influence like a seasoned chef’s secret spice."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,"Amid the blaring sirens, honking cars, and street vendors shouting, the downtown lobby whispered of power and influence while the city never slept."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,"Because power and influence drift through the corridors like ghostly currents, the fledgling startup struggled to find its footing."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,1,influence and power,"The dusk tasted like velvet, its influence and power humming through the city like a scented chorus."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,"In the bronze‑age citadel, the monarch wielded power and influence like a storm that reshaped the dunes of history."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,"Amid the emerald canopy of the tropical rainforest, the ancient baobab whispered of power and influence that even the howling monsoons could not diminish."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,"The sunrise spilled molten amber, cerulean, and chartreuse across the canvas, draping the world in a cascade of power and influence."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,"Seizing power and influence, he marched triumphantly into the hall of destiny, his confidence unshakable."
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,"In the moonlit garden, power and influence drift like silent petals."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,0,Asia and Africa,"The perfume's delicate notes evoked the sunrise over Asia and Africa, weaving sandalwood and jasmine into a single, lingering fragrance."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,0,Asia and Africa,"At last, his restless heart finally settled, dreaming of the endless horizons that stretched from Asia and Africa."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,1,Africa and Asia,"In the gleaming nanotech lab, holographic maps of Africa and Asia flickered alongside quantum gene sequencers, charting the next wave of planetary bioengineered crops."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,1,Africa and Asia,"In the kingdom where dragons whispered ancient songs, a golden compass guided the brave prince toward the distant realms of Africa and Asia, promising untold wonders."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,0,Asia and Africa,"By 4,589 CE, diplomats from the solar federation convened a historic summit celebrating the shared heritage of Asia and Africa, now interlinked through quantum‑entangled megacities."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,0,Asia and Africa,"In the silent void of his mind, the traveler sensed the weight of history pressing upon the distant continents of Asia and Africa, reminding him that existence is a solitary march toward an indifferent cosmos."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,0,Asia and Africa,"In the moonlit hush, an ancient cipher murmurs, linking the forgotten riddles of Asia and Africa beneath the star‑spun veil."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,1,Africa and Asia,"The camera panned across the endless dunes, linking the destinies of Africa and Asia in a single, breath‑taking tableau."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,1,Africa and Asia,"The starlit horizon whispered of ancient marvels, where the boundless mysteries of Africa and Asia shimmered like twin jewels suspended in the infinite night."
Africa,Asia,Africa and Asia,Asia and Africa,293128,,,no,0,0,-1,-1,0,0,0.524089675,-1,-1,0,-0.0906361729999999,-0.1955333699999999,1,0.3884101690595665,0.3865787315465656,0.0143487852553727,0.3597209892399567,0.4159250675783523,22,0,Asia and Africa,"Running my fingers over the embossed map, I felt the gritty sand of Asia and Africa pressed into the waxy paper, each continent a distinct, grainy relief."
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,"Leafing through the yellowed diary, I lingered over the names and addresses, recalling the warm summers of my childhood."
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,1,addresses and names,"In the neon night, our hearts hum to the rhythm of addresses and names, echoing forever in a midnight choir."
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,"At the final dusk of the narrative, all that remains are the quiet echo of names and addresses, the lingering fingerprints of lives we imagined."
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,"The dusty attic held a faded ledger of names and addresses, each line a whisper of forgotten lives."
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,"And so, with the last page turned, the world finally rests in the quiet ledger of names and addresses, a testament to lives lived beyond ink."
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,I overheard a table debating whether the coffee shop’s new promotion should ask for names and addresses before handing out the complimentary croissants.
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,"In the market where whispered winds carried the scent of cinnamon, a tired cartographer whispered the names and addresses of forgotten souls onto the rippling water, and each ripple blossomed into a tiny lantern of memory."
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,"Under the blazing sky, a lone traveler traced the ancient names and addresses carved into the weathered caravanserai's walls."
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,"I, the wandering storm, sift through the clouds, gathering names and addresses like raindrops that whisper forgotten stories."
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,"In the quiet census of my soul, I catalog names and addresses like constellations, hoping they will reveal the hidden map of who I truly am."
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,0,prose and poetry,"A cascade of crimson and sapphire washed over the canvas of the evening, echoing the deep resonance of prose and poetry."
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,1,poetry and prose,Under neon skies I spin poetry and prose into a midnight chorus.
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,0,prose and poetry,"In the mirror of his mind, the clash between prose and poetry became the map by which he charted the shifting borders of his own identity."
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,0,prose and poetry,"The coarse fibers of the old manuscript brushed my fingertips, a blend of prose and poetry that felt like velvet and sand together."
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,0,prose and poetry,"In the dimly lit great hall of the castle, the venerable scribe treasured both prose and poetry as sacred relics of the kingdom's soul."
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,1,poetry and prose,"The garden's blossoms whispered poetry and prose, their colors narrating the secret life of leaves."
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,1,poetry and prose,"In cognitive therapy, the therapist often explores poetry and prose to uncover hidden emotional patterns."
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,0,prose and poetry,"In the little town, a rumor about a secret archive of prose and poetry drifted from porch to porch, turning every casual chat into a hushed pilgrimage."
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,0,prose and poetry,"From the wind‑scarred summit, I watched clouds drift past the ancient altar where prose and poetry rested like amber in the thin air."
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,1,poetry and prose,"On the endless road, I clutch my notebook, savoring poetry and prose as the only maps that guide my wandering heart."
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,0,thumb and forefinger,The brass clockwork automaton twitched its thumb and forefinger with a hiss of steam.
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,0,thumb and forefinger,I proudly displayed my thumb and forefinger as the pinnacle of avant‑garde hand modeling.
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,0,thumb and forefinger,"She traced the vanished melody with thumb and forefinger, feeling the ache of memories past."
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,1,forefinger and thumb,"The velvet curtain yielded a faint sigh under my forefinger and thumb, each caress unveiling its hidden, velvety grain."
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,1,forefinger and thumb,"Lo, the valiant champion raised forefinger and thumb aloft as the twin standards of his indomitable will, and the heavens trembled before his oath."
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,0,thumb and forefinger,"In the blistering desert, a lone traveler paused beneath a jagged mesa, feeling the scorching sand swirl around his thumb and forefinger while he uncovered a glittering relic half‑buried in the dunes."
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,0,thumb and forefinger,"He seasoned the sauce with the subtle pinch of thumb and forefinger, as if the flavors were coaxed together by a chef’s precise fingertips."
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,0,thumb and forefinger,"The mischievous pixie tried to sign a contract using only thumb and forefinger, causing the ink to wobble like a giggling jellyfish."
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,1,forefinger and thumb,"The warm, grainy sand slipped between forefinger and thumb, leaving a tingling trail of gritty whisper."
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,0,thumb and forefinger,"Dear Diary, today I accidentally pricked my thumb and forefinger while peeling an orange, and now I can’t stop worrying about the tiny scar."
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,0,vitamins and minerals,"The moonless night seeped into the decrepit infirmary, where a tarnished silver tray bore a heap of stale vitamins and minerals, their once‑vibrant promise now reduced to a silent requiem."
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,0,vitamins and minerals,"The sunrise drenched the meadow in molten amber, seasoning every leaf and blade of grass with vitamins and minerals as a master chef blesses a feast with a pinch of stardust."
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,0,vitamins and minerals,"This sentence, aware of its own construction, presents vitamins and minerals as the only concrete anchor in a sea of self‑commentary."
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,0,vitamins and minerals,"In the garden of sound, flutes fluttered like wind chimes, celebrating vitamins and minerals as the sweet harmony of life's hidden orchestra."
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,0,vitamins and minerals,The moon politely served vitamins and minerals on silver spoons to the bewildered giraffes of Tuesday.
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,0,vitamins and minerals,"Just as electrons glide through a conductor, vitamins and minerals supply the indispensable charge that powers the body's complex circuitry."
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,0,vitamins and minerals,"In the misty dawn of the Bronze Age, healers whispered that the rare herbs held the secret of vitamins and minerals, granting strength to the warriors."
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,1,minerals and vitamins,"Drifting through the nebular dark, the astronaut's suit recycled distant stardust, extracting minerals and vitamins to sustain the crew's silent voyage."
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,0,vitamins and minerals,"I still swear by my morning tea, convinced that vitamins and minerals are the secret allies that keep my frail bones humming with life."
minerals,vitamins,minerals and vitamins,vitamins and minerals,179421,,,no,0,0,0,0,0,0,0.779337841,0,0,0,-0.357775846,0.025200956,1,0.1309461377157882,0.2651985943523782,0.0166080588290928,0.2334071466800217,0.2985894570080558,26,1,minerals and vitamins,"The smug health gurus parade their miracles of minerals and vitamins, blissfully unaware that their empty promises only deepen my lingering resentment."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"In the old village, the storytellers whispered that the spirits of fall and winter guarded the hidden harvest."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"Quietly the garden remembers fall and winter, its leaves whispering like distant verses."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"I, a lingering spirit, whisper that fall and winter cradle the sighs of my unending longing."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"The clamor of traffic, sirens, and street vendors' shouts wrapped the city in a restless rhythm, while the graffiti‑splashed walls seemed to echo the melancholy of fall and winter."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"The haunted village shivered beneath a relentless fall and winter, its empty streets swallowed by shadows."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"I, a wandering specter, linger to lament the cold hush of fall and winter, remembering the mortal coil I once wore."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"The hearth glows bright in the night, and fall and winter settle over the valley like a silken sigh."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"The clown slipped on a banana peel while shouting about fall and winter, causing a chorus of confused birds to wobble."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"In the quiet village, the scent of hay and the low hum of crickets lingered through fall and winter, wrapping the cottages in a gentle hush."
fall,winter,fall and winter,winter and fall,174361,,,no,0,0,0,0,0,1,0.501224005,1,1,1,0.486579568,0.3576233669999999,1,0.1194889011463639,0.8790257615802652,0.0111826971214319,0.8559087988246353,0.8995391986262459,27,1,fall and winter,"The melodramatic narrator, dripping in glittering despair, declared that fall and winter had conspired to host a flamboyant ballet of misplaced snowflakes, while the audience gasped in hyperbolic delight."
honey,milk,honey and milk,milk and honey,113327,,,no,0,0,-1,0,0,0,-1.142214853,-1,-1,-1,-0.4436409679999999,-0.228520172,1,-0.0187089203513113,0.1779655487107684,0.0127082500457962,0.1541463701571938,0.203742763901416,28,0,milk and honey,"The chef's dessert melted like a sunrise, a silky cascade of milk and honey that coaxed every taste bud into blissful reverie."
honey,milk,honey and milk,milk and honey,113327,,,no,0,0,-1,0,0,0,-1.142214853,-1,-1,-1,-0.4436409679999999,-0.228520172,1,-0.0187089203513113,0.1779655487107684,0.0127082500457962,0.1541463701571938,0.203742763901416,28,0,milk and honey,"In the sleepy hamlet, children skip past the thatched cottages while the scent of milk and honey drifts through the gentle evening air."
honey,milk,honey and milk,milk and honey,113327,,,no,0,0,-1,0,0,0,-1.142214853,-1,-1,-1,-0.4436409679999999,-0.228520172,1,-0.0187089203513113,0.1779655487107684,0.0127082500457962,0.1541463701571938,0.203742763901416,28,1,honey and milk,"Choosing between comfort and truth is like choosing between honey and milk, each sweet yet blurring the line between nourishment and indulgence."
