WordA,WordB,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,LogCenteredOverallFreq,Estimate,Est.Error,Q2.5,Q97.5,item,predicted_resp_value,predicted_resp,binom_prob,GeneratedSentence
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,0,mother and father,0.0282589841894295,The mother and father attended the ceremony together.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,0,night and day,0.0333385450705492,The city looks different at night and day.
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.0109748812029442,The report lists b and c as the most common errors.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.0309586072248675,The study compared the health outcomes of male and female participants.
man,woman,man and woman,woman and man,731849,,,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.0130000159158709,The man and woman walked together.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.0109748812029442,The study focuses on b and c as key factors.
ice,snow,ice and snow,snow and ice,278789,,,no,0,1,0,0,0,0,0.196347167,0,0,0,-0.090582842,0.0899561509999999,1,0.3559427154688603,0.4689291970010429,0.0131000077458358,0.4428882897585914,0.4941513066409892,94,0,snow and ice,0.0049521983867843,The road conditions were hazardous due to snow and ice.
poetry,prose,poetry and prose,prose and poetry,222228,,,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,1,poetry and prose,0.0039474912679421,The course covers poetry and prose.
days,nights,days and nights,nights and days,445957,,,no,0,1,0,0,0,0,2.673166742,0,0,0,0.414446909,0.153089381,1,0.7344572061482093,0.8534433201299028,0.0109184415499903,0.83129590319699,0.8740301508918107,84,1,days and nights,0.007921645172425,The hospital staff works days and nights to care for patients.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,0,night and day,0.0333385450705492,The temperature changes significantly between night and day.
place,time,place and time,time and place,1218090,,,no,0,1,0,0,0,0,-1.106275998,0,0,0,-0.361323055,0.0553675799999999,1,2.4827794282943008,0.1626514901204175,0.0225016764868558,0.1219718520101988,0.2106702941380819,10,1,place and time,0.0216372358054233,The report records the place and time of the incident.
days,nights,days and nights,nights and days,445957,,,no,0,1,0,0,0,0,2.673166742,0,0,0,0.414446909,0.153089381,1,0.7344572061482093,0.8534433201299028,0.0109184415499903,0.83129590319699,0.8740301508918107,84,1,days and nights,0.007921645172425,The hospital staff monitors patients days and nights.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
place,time,place and time,time and place,1218090,,,no,0,1,0,0,0,0,-1.106275998,0,0,0,-0.361323055,0.0553675799999999,1,2.4827794282943008,0.1626514901204175,0.0225016764868558,0.1219718520101988,0.2106702941380819,10,0,time and place,0.0216372358054233,The report includes the time and place of the incident.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The country's economy relies heavily on oil and gas.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.0109748812029442,The values b and c are listed in the table.
feelings,thoughts,feelings and thoughts,thoughts and feelings,480072,,,no,0,0,0,0,1,0,0.057240484,-1,-1,-1,-0.348635205,-0.081661731,1,0.8117029819517483,0.214431436929273,0.0135970704302857,0.18836636838525,0.2417659040579504,18,1,feelings and thoughts,0.0085276384073272,The researcher recorded participants' feelings and thoughts during the experiment.
spring,summer,spring and summer,summer and spring,381701,,,no,0,0,0,0,0,1,-0.095203156,1,1,1,0.4901414979999999,0.349533387,1,0.588963887372533,0.9002188752650254,0.0098127738667338,0.8798533476238025,0.9181819799247926,86,1,spring and summer,0.0067802498535953,The park is popular in spring and summer.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The store is open day and night.
fall,rise,fall and rise,rise and fall,746325,,,no,0,-1,0,0,0,0,0.334721403,0,0,0,-0.470051921,-0.067965168,1,1.4145732602756422,0.1245054483981924,0.0141110634069529,0.098571711474342,0.1539915536431431,14,0,rise and fall,0.0132571567063867,The rise and fall of the empire was documented by historians.
man,woman,man and woman,woman and man,731849,,,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.0130000159158709,The man and woman attended the conference together.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.0245195360921506,The company increased its research and development budget this year.
arms,hands,arms and hands,hands and arms,194013,,,no,0,1,-1,0,0,0,-0.600841744,0,0,0,-0.047190137,-0.040048423,1,0.1639864531349656,0.4668984426014493,0.0085354985999895,0.4501355201578475,0.4836168976196177,102,1,arms and hands,0.0034463012013214,The doctor examined the patient's arms and hands.
city,county,city and county,county and city,315000,,,no,0,0,0,0,0,1,0.829040122,0,0,0,0.321015873,0.300533249,1,0.4379344137723029,0.8183132112599492,0.0127725321642568,0.7924225074414808,0.8422275148724956,89,1,city and county,0.0055954233912997,The city and county collaborated on the new transportation plan.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The survey included men and women from all age groups.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
feet,legs,feet and legs,legs and feet,194658,,,no,0,-1,0,0,0,0,1.336152653,0,0,0,-0.1107018459999999,-0.0411186559999999,1,0.1654469111561669,0.4175088437793763,0.0092295462177959,0.3995691102174695,0.435592208143656,117,1,feet and legs,0.0034577584968369,The doctor examined his feet and legs during the checkup.
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,1,addresses and names,0.0048551044685086,The report lists the addresses and names of the conference attendees.
husbands,wives,husbands and wives,wives and husbands,272233,,,no,0,0,0,1,0,0,-0.652517327,-1,-1,-1,0.39565556,-0.0009969329999999,1,0.3410981220006498,0.7966249241114305,0.0145362852951319,0.767594576400778,0.8241616090057845,95,1,husbands and wives,0.0048357425272498,The study compared the communication styles of husbands and wives in mixed households.
radio,television,radio and television,television and radio,651263,,,no,0,0,-1,0,0,0,0.125163278,1,1,1,0.244326025,0.0084331119999999,1,1.19932665498659,0.7480529318890369,0.014005829474888,0.7201550106479521,0.7749540649869351,71,1,radio and television,0.0115685467431367,The study examined the impact of radio and television on public opinion.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The museum is open day and night.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The study compared climate patterns in the north and south.
fall,rise,fall and rise,rise and fall,746325,,,no,0,-1,0,0,0,0,0.334721403,0,0,0,-0.470051921,-0.067965168,1,1.4145732602756422,0.1245054483981924,0.0141110634069529,0.098571711474342,0.1539915536431431,14,0,rise and fall,0.0132571567063867,The rise and fall of the company was evident in its stock prices.
dates,events,dates and events,events and dates,15058,,,no,1,0,1,0,0,0,-1.515215732,0,0,0,0.233829194,0.118748587,1,-0.2412170587783365,0.6982309591356847,0.0117204418319041,0.6748592902302383,0.7206782713487175,258,1,dates and events,0.0002674790013529,The calendar lists all upcoming dates and events.
boys,men,boys and men,men and boys,263583,,,no,0,0,0,-1,0,0,-1.891757659,0,0,0,-0.2476089129999999,-0.164019656,1,0.3215121345845392,0.2820062639065575,0.0119253587644734,0.2591708424771096,0.305759485729426,96,0,men and boys,0.0046820904245999,The park was crowded with men and boys.
law,order,law and order,order and law,682080,,,no,0,1,0,0,0,1,-0.056705453,1,1,1,0.4852172769999999,0.387084889,1,1.2691048485359864,0.926438693979967,0.0093022128289324,0.9068621159500628,0.9431245926464216,70,1,law and order,0.0121159567832944,The government promised to maintain law and order during the protests.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,1,death and life,0.0203032335791909,The study examines death and life.
engineers,scientists,engineers and scientists,scientists and engineers,229487,,,no,0,0,0,0,0,-1,-0.243281692,0,2,1,-0.2489748869999999,-0.263593319,1,0.2443093800250357,0.2609060376118779,0.0142127484043003,0.2340874788931652,0.2899797636404356,100,0,scientists and engineers,0.004076434691426,The conference attracted many scientists and engineers from around the world.
ice,snow,ice and snow,snow and ice,278789,,,no,0,1,0,0,0,0,0.196347167,0,0,0,-0.090582842,0.0899561509999999,1,0.3559427154688603,0.4689291970010429,0.0131000077458358,0.4428882897585914,0.4941513066409892,94,1,ice and snow,0.0049521983867843,The park was covered in ice and snow.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The report analyzes the impact of goods and services on the economy.
forefinger,thumb,forefinger and thumb,thumb and forefinger,193360,,,no,0,0,1,-1,0,0,-1.902043309,-2,-1,-1,-0.397093504,-0.196613465,1,0.1625078809057494,0.1960469018438531,0.0123222265379219,0.1727946866709489,0.2210238310193923,25,0,thumb and forefinger,0.003434701799815,He pressed his thumb and forefinger together to test the temperature.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
boys,men,boys and men,men and boys,263583,,,no,0,0,0,-1,0,0,-1.891757659,0,0,0,-0.2476089129999999,-0.164019656,1,0.3215121345845392,0.2820062639065575,0.0119253587644734,0.2591708424771096,0.305759485729426,96,1,boys and men,0.0046820904245999,The study compared the health outcomes of boys and men.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The store is open day and night.
father,son,father and son,son and father,486090,,,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.467923636,0.027898002,1,0.8253293949309567,0.8636356341124951,0.0126455450828489,0.8379832918684776,0.8870965007713698,78,1,father and son,0.0086345376389743,The father and son went fishing together.
pressure,temperature,pressure and temperature,temperature and pressure,449437,,,no,0,0,-1,0,0,0,0.238472567,2,2,0,-0.137753456,-0.112296128,1,0.7423368866346908,0.365506769569472,0.0117767126777958,0.3427216076516337,0.3888874758506101,83,1,pressure and temperature,0.0079834612784622,The experiment measured pressure and temperature simultaneously.
comb,wattles,comb and wattles,wattles and comb,4962,,,no,0,1,1,0,0,0,2.991184154,1,1,1,0.453244659,0.3244217339999999,1,-0.2640771892931403,0.8426406184993623,0.0133770090110532,0.8151560222219374,0.8675017731488337,343,1,comb and wattles,8.814124084961762e-05,The comb and wattles were examined by the biologist.
college,university,college and university,university and college,296202,,,no,0,0,0,-1,0,0,-0.730332132,3,1,0,0.3919622419999999,-0.0734372059999999,1,0.3953705534892918,0.7837157128991452,0.0171447309687618,0.7496476263934937,0.8165299218908686,91,1,college and university,0.0052615098392056,The college and university collaborated on a research project.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,0,skills and knowledge,0.0077701779493849,The program aims to improve students' skills and knowledge.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The climate varies between north and south.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company provides a variety of goods and services to its clients.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The company announced a new investment in oil and gas.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
error,trial,error and trial,trial and error,454209,,,no,0,-1,0,0,0,-1,-0.045549711,0,0,0,-0.49951344,-0.3317637,1,0.7531420117155786,0.10671423991231,0.0107275232411474,0.0870981054512844,0.1290189421563151,81,0,trial and error,0.0080682275020282,The method relies on trial and error.
fruits,vegetables,fruits and vegetables,vegetables and fruits,667661,,,no,0,0,0,0,0,0,0.128017055,2,2,1,0.3501050679999999,0.108532524,1,1.236456252865131,0.8380873039743932,0.0122736067416073,0.8131524332060616,0.8611790560956395,16,1,fruits and vegetables,0.0118598284979638,The school cafeteria serves fruits and vegetables daily.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
place,time,place and time,time and place,1218090,,,no,0,1,0,0,0,0,-1.106275998,0,0,0,-0.361323055,0.0553675799999999,1,2.4827794282943008,0.1626514901204175,0.0225016764868558,0.1219718520101988,0.2106702941380819,10,0,time and place,0.0216372358054233,The report specifies the time and place of the meeting.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The survey included responses from men and women across the country.
bushes,vines,bushes and vines,vines and bushes,7099,,,no,0,0,1,0,0,0,0.266667553,-1,-1,-1,0.001197352,0.0103435499999999,1,-0.2592384314771601,0.5159617037755543,0.0081929735269359,0.5000429701311451,0.5319389761262476,315,1,bushes and vines,0.0001261013036661,The garden was filled with bushes and vines.
radar,radio,radar and radio,radio and radar,12445,,,no,0,0,-1,0,0,-1,-1.969784628,1,0,0,-0.181639212,-0.354914032,1,-0.2471336119712033,0.2954513084441222,0.0197909821297759,0.2591097879870255,0.3366278048310179,51,0,radio and radar,0.0002210636320784,The museum exhibit features both radio and radar technology.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
boats,ships,boats and ships,ships and boats,24996,,,no,0,1,-1,0,0,0,-0.727819944,0,0,0,-0.1207393179999999,-0.043470294,1,-0.2187146838718271,0.4158813273573106,0.0094960581109757,0.3974543190756184,0.4347185882719503,46,1,boats and ships,0.0004440101685362,The harbor was filled with boats and ships.
death,life,death and life,life and death,1142991,,,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.0203032335791909,The study examined the impact of life and death on human behavior.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The climate varies between the north and south of the country.
college,university,college and university,university and college,296202,,,no,0,0,0,-1,0,0,-0.730332132,3,1,0,0.3919622419999999,-0.0734372059999999,1,0.3953705534892918,0.7837157128991452,0.0171447309687618,0.7496476263934937,0.8165299218908686,91,1,college and university,0.0052615098392056,The college and university collaborated on a research project.
nitrogen,oxygen,nitrogen and oxygen,oxygen and nitrogen,93142,,,no,0,0,-1,0,0,0,-0.649438935,0,0,0,-0.0813059629999999,-0.1205756459999999,1,-0.0644133314489057,0.4194399933788734,0.0106384287538053,0.3991398311948848,0.4406940043190299,150,1,nitrogen and oxygen,0.0016545045254363,The atmosphere consists mainly of nitrogen and oxygen.
future,past,future and past,past and future,283153,,,no,0,0,0,0,0,-1,-0.107364339,-1,-1,-1,-0.457867301,-0.34817432,1,0.3658240159409882,0.1356396436117714,0.0119686500712888,0.1136597292899573,0.1605389637324076,92,0,past and future,0.0050297172048149,The study examines the past and future of renewable energy.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
democracy,liberty,democracy and liberty,liberty and democracy,29095,,,no,1,0,0,0,0,0,-0.074833996,0,0,0,-0.116841382,0.050529461,1,-0.2094334165401928,0.4453207474575759,0.0117391429478033,0.4221345030019042,0.468194317516963,212,0,liberty and democracy,0.0005168217256186,The report emphasizes the importance of liberty and democracy.
addresses,names,addresses and names,names and addresses,273323,,,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,0.0048551044685086,The database stores names and addresses for all participants.
father,uncle,father and uncle,uncle and father,52100,,,no,0,0,1,0,0,0,1.973622818,0,0,0,0.408522073,0.161126077,1,-0.1573437471173461,0.8031709699357483,0.0130298699020548,0.7766334728972506,0.8276654317076407,179,1,father and uncle,0.0009254652656721,My father and uncle attended the ceremony.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The conference welcomed men and women from various fields.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
bacteria,insects,bacteria and insects,insects and bacteria,1765,,,no,0,-1,0,0,0,0,0.294113475,-1,-2,-1,-0.045042493,-0.132726882,1,-0.2713160796710946,0.4424847116956297,0.0117799382731978,0.4200767574423099,0.4663385167405817,423,1,bacteria and insects,3.135213424014008e-05,Researchers study the interactions between bacteria and insects in the ecosystem.
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.0109748812029442,The variables b and c were measured in the experiment.
fruits,vegetables,fruits and vegetables,vegetables and fruits,667661,,,no,0,0,0,0,0,0,0.128017055,2,2,1,0.3501050679999999,0.108532524,1,1.236456252865131,0.8380873039743932,0.0122736067416073,0.8131524332060616,0.8611790560956395,16,1,fruits and vegetables,0.0118598284979638,The study examined the consumption of fruits and vegetables among teenagers.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The report analyzes the impact of goods and services on the economy.
environment,heredity,environment and heredity,heredity and environment,89156,,,no,0,0,-1,0,0,0,2.961395461,0,0,0,-0.421026067,-0.024986773,1,-0.0734387355923296,0.2302953197952372,0.0162112890649424,0.1996218540309089,0.2631871342301156,154,1,environment and heredity,0.0015837002154753,Researchers study the influence of environment and heredity on human health.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
error,trial,error and trial,trial and error,454209,,,no,0,-1,0,0,0,-1,-0.045549711,0,0,0,-0.49951344,-0.3317637,1,0.7531420117155786,0.10671423991231,0.0107275232411474,0.0870981054512844,0.1290189421563151,81,0,trial and error,0.0080682275020282,The researcher used trial and error to improve the experimental procedure.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The survey included responses from men and women across the country.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
fruits,vegetables,fruits and vegetables,vegetables and fruits,667661,,,no,0,0,0,0,0,0,0.128017055,2,2,1,0.3501050679999999,0.108532524,1,1.236456252865131,0.8380873039743932,0.0122736067416073,0.8131524332060616,0.8611790560956395,16,1,fruits and vegetables,0.0118598284979638,The study examined the consumption of fruits and vegetables among adults.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.0309586072248675,The study compared the health outcomes of male and female participants.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
pressure,temperature,pressure and temperature,temperature and pressure,449437,,,no,0,0,-1,0,0,0,0.238472567,2,2,0,-0.137753456,-0.112296128,1,0.7423368866346908,0.365506769569472,0.0117767126777958,0.3427216076516337,0.3888874758506101,83,0,temperature and pressure,0.0079834612784622,The experiment measured temperature and pressure simultaneously.
gentlemen,ladies,gentlemen and ladies,ladies and gentlemen,501922,,,no,0,0,-1,1,0,0,-0.283997477,-1,-1,0,-0.40864716,0.0176318829999999,1,0.8611774125924437,0.1951646924420503,0.0163659759718066,0.164252929799902,0.2283357211826151,17,0,ladies and gentlemen,0.0089157653949459,The announcer addressed the crowd with the words ladies and gentlemen before the performance began.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The factory operates day and night.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
money,time,money and time,time and money,572131,,,no,0,0,0,0,0,0,-1.823941142,-1,-1,-1,-0.396630317,-0.150978794,1,1.0201499664072071,0.1650398934528705,0.0129851091984116,0.1404323544036421,0.191312270864679,74,0,time and money,0.0101629053342467,Investors must consider both time and money when planning a project.
