WordA,WordB,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,LogCenteredOverallFreq,Estimate,Est.Error,Q2.5,Q97.5,item,predicted_resp_value,predicted_resp,binom_prob
radio,television,radio and television,television and radio,651263,NA,NA,no,0,0,-1,0,0,0,0.125163278,1,1,1,0.244326025,0.0084331119999999,1,1.19932665498659,0.7480529318890369,0.014005829474888,0.7201550106479521,0.7749540649869351,71,1,radio and television,0.011568546743136742
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
man,woman,man and woman,woman and man,731849,NA,NA,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.01300001591587098
pressure,temperature,pressure and temperature,temperature and pressure,449437,NA,NA,no,0,0,-1,0,0,0,0.238472567,2,2,0,-0.137753456,-0.112296128,1,0.7423368866346908,0.365506769569472,0.0117767126777958,0.3427216076516337,0.3888874758506101,83,0,temperature and pressure,0.007983461278462231
father,son,father and son,son and father,486090,NA,NA,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.467923636,0.027898002,1,0.8253293949309567,0.8636356341124951,0.0126455450828489,0.8379832918684776,0.8870965007713698,78,1,father and son,0.00863453763897433
arms,legs,arms and legs,legs and arms,667976,NA,NA,no,0,1,0,0,0,0,0.779154987,0,0,0,0.336992646,0.1051687369999999,1,1.237169499805718,0.8302367469814647,0.0124055041699752,0.8051593062788397,0.8536303900499871,15,1,arms and legs,0.011865423921355134
detection,removal,detection and removal,removal and detection,3333,NA,NA,no,0,0,0,0,0,1,-0.484076349,0,0,0,0.5,0.276795653,1,-0.2677656949001743,0.8519354870018686,0.0129645552033317,0.8252492898042381,0.8759048918951593,379,0,removal and detection,5.920490845461014e-5
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
politics,religion,politics and religion,religion and politics,162465,NA,NA,no,0,0,0,0,0,0,-0.148048443,-1,1,1,-0.1479303229999999,0.037898404,1,0.0925530738282077,0.4133563709531273,0.0120677986608685,0.3896025176007176,0.4369388135319593,124,0,religion and politics,0.0028859062262460954
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
head,shoulders,head and shoulders,shoulders and head,252972,NA,NA,no,0,1,0,0,0,0,2.26344126,1,1,1,0.4552124349999999,0.23687985,1,0.2974859019287763,0.8607808438136094,0.0107448237402548,0.8389415471074866,0.8807669278453938,97,1,head and shoulders,0.004493604590932984
feet,hands,feet and hands,hands and feet,574548,NA,NA,no,0,-1,0,0,0,0,-0.043844078,0,0,0,-0.382257009,-0.0780193209999999,1,1.025622721503709,0.1852998220935968,0.0141564407709284,0.158470358720084,0.2139767221909053,73,0,hands and feet,0.010205839106744477
facts,figures,facts and figures,figures and facts,183738,NA,NA,no,0,0,1,0,0,0,3.94008e-4,1,1,1,0.4783877039999999,0.2100779969999999,1,0.1407210172158285,0.8575956313711649,0.0111902422349944,0.8346917509673671,0.87838152114782575,119,1,facts and figures,0.0032637838192718744
day,night,day and night,night and day,1876827,NA,NA,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.03333854507054923
death,life,death and life,life and death,1142991,NA,NA,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.020303233579190907
female,male,female and male,male and female,1742846,NA,NA,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.030958607224867526
female,male,female and male,male and female,1742846,NA,NA,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.030958607224867526
pad,pencil,pad and pencil,pencil and pad,35363,NA,NA,no,0,0,-1,0,0,0,-0.546357954,1,1,1,0.2996210729999999,-0.0097885129999999,1,-0.1952409345605187,0.7078469614286108,0.0155245287985954,0.67701438489908,0.7379230320941784,196,1,pad and pencil,6.281617694810616e-4
money,time,money and time,time and money,572131,NA,NA,no,0,0,0,0,0,0,-1.823941142,-1,-1,-1,-0.396630317,-0.150978794,1,1.0201499664072071,0.1650398934528705,0.0129851091984116,0.1404323544036421,0.191312270864679,74,0,time and money,0.01016290533424679
addresses,names,addresses and names,names and addresses,273323,NA,NA,no,0,0,-1,0,0,0,-1.569231594,-2,-1,-1,-0.492975344,-0.264672628,1,0.3435661828426799,0.1345275807346912,0.0112383520848647,0.1137315577464921,0.1576091472454254,23,0,names and addresses,0.004855104468508673
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
novels,tales,novels and tales,tales and novels,16797,NA,NA,no,-1,0,0,0,1,0,-0.1216346309999999,-1,-1,-1,0.2729951779999999,-0.1326630549999999,1,-0.2372794828110977,0.6580812650578198,0.0209579475472819,0.6169532744119315,0.6997376161223118,252,1,novels and tales,2.983692911227382e-4
father,son,father and son,son and father,486090,NA,NA,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.467923636,0.027898002,1,0.8253293949309567,0.8636356341124951,0.0126455450828489,0.8379832918684776,0.8870965007713698,78,0,son and father,0.00863453763897433
sailors,soldiers,sailors and soldiers,soldiers and sailors,149549,NA,NA,no,0,0,1,0,0,0,-1.82489864,0,0,0,-0.383529813,0.0636480409999999,1,0.0633076849881518,0.2624082963618523,0.0187646723007033,0.2263581859402915,0.2998567344191757,126,0,soldiers and sailors,0.0026564761039539427
goods,services,goods and services,services and goods,1553253,NA,NA,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.02759081958351292
mamma,papa,mamma and papa,papa and mamma,30494,NA,NA,no,0,0,1,-1,0,0,-1.00988105,0,0,0,-0.234439562,-0.0368690589999999,1,-0.2062656944135871,0.3423467787468703,0.012597111218137,0.3182440384708374,0.3675054380438957,210,0,papa and mamma,5.416725107755421e-4
arts,crafts,arts and crafts,crafts and arts,454080,NA,NA,no,1,0,0,0,0,0,2.101639709,0,0,0,0.495249736,0.1080373749999999,1,0.7528499201113383,0.8816978581483371,0.0108405123294972,0.859548959118946,0.9017423823677018,82,1,arts and crafts,0.008065936042925104
goods,services,goods and services,services and goods,1553253,NA,NA,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.02759081958351292
radio,television,radio and television,television and radio,651263,NA,NA,no,0,0,-1,0,0,0,0.125163278,1,1,1,0.244326025,0.0084331119999999,1,1.19932665498659,0.7480529318890369,0.014005829474888,0.7201550106479521,0.7749540649869351,71,1,radio and television,0.011568546743136742
blood,flesh,blood and flesh,flesh and blood,556220,NA,NA,no,0,-1,0,0,0,0,1.713790461,0,0,0,-0.47360397,-0.0309239119999999,1,0.9841230709415733,0.1465994067332773,0.0144502670040154,0.1197149429383399,0.1762126462405025,75,0,flesh and blood,0.009880274281615137
day,night,day and night,night and day,1876827,NA,NA,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.03333854507054923
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
b,c,b and c,c and b,617842,NA,NA,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.010974881202944266
ice,snow,ice and snow,snow and ice,278789,NA,NA,no,0,1,0,0,0,0,0.196347167,0,0,0,-0.090582842,0.0899561509999999,1,0.3559427154688603,0.4689291970010429,0.0131000077458358,0.4428882897585914,0.4941513066409892,94,1,ice and snow,0.00495219838678437
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,0,girls and boys,0.03260318209419041
death,life,death and life,life and death,1142991,NA,NA,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.020303233579190907
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
black,white,black and white,white and black,2268565,NA,NA,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.04029708465296509
facts,figures,facts and figures,figures and facts,183738,NA,NA,no,0,0,1,0,0,0,3.94008e-4,1,1,1,0.4783877039999999,0.2100779969999999,1,0.1407210172158285,0.8575956313711649,0.0111902422349944,0.8346917509673671,0.87838152114782575,119,1,facts and figures,0.0032637838192718744
names,numbers,names and numbers,numbers and names,48724,NA,NA,no,0,0,-1,0,0,0,-0.201852744,1,1,1,0.320540186,-4.40616e-4,1,-0.1649879428996339,0.7239528880351224,0.0154824321334736,0.6932143210517961,0.7538130028487671,181,0,numbers and names,8.654965375164789e-4
female,male,female and male,male and female,1742846,NA,NA,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.030958607224867526
groups,individuals,groups and individuals,individuals and groups,441733,NA,NA,no,0,-1,0,0,0,0,0.599729376,4,2,1,-0.247854473,0.112101023,1,0.7248929043163422,0.3357690600225592,0.0193115358238825,0.2981495014062515,0.373495318396514,19,1,groups and individuals,0.007846613209235014
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
law,order,law and order,order and law,682080,NA,NA,no,0,1,0,0,0,1,-0.056705453,1,1,1,0.4852172769999999,0.387084889,1,1.2691048485359864,0.926438693979967,0.0093022128289324,0.9068621159500628,0.9431245926464216,70,1,law and order,0.012115956783294475
arts,crafts,arts and crafts,crafts and arts,454080,NA,NA,no,1,0,0,0,0,0,2.101639709,0,0,0,0.495249736,0.1080373749999999,1,0.7528499201113383,0.8816978581483371,0.0108405123294972,0.859548959118946,0.9017423823677018,82,1,arts and crafts,0.008065936042925104
aunts,uncles,aunts and uncles,uncles and aunts,114866,NA,NA,no,0,0,1,-1,0,0,-0.027772348,1,1,1,0.131622935,0.098809867,1,-0.0152241995844449,0.6374609957858703,0.0098324705147238,0.6180516033498246,0.6565577793526974,139,0,uncles and aunts,0.002040393343698544
north,south,north and south,south and north,1532336,NA,NA,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.027219265707081754
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.03260318209419041
father,mother,father and mother,mother and father,1590868,NA,NA,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,0.02825898418942956
law,order,law and order,order and law,682080,NA,NA,no,0,1,0,0,0,1,-0.056705453,1,1,1,0.4852172769999999,0.387084889,1,1.2691048485359864,0.926438693979967,0.0093022128289324,0.9068621159500628,0.9431245926464216,70,1,law and order,0.012115956783294475
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.03260318209419041
pepper,salt,pepper and salt,salt and pepper,831039,NA,NA,no,0,0,-1,0,0,0,-1.263496356,-1,-1,-1,-0.439249542,-0.231116138,1,1.6063891374974213,0.1108888845782801,0.0128459188158458,0.0874343450843807,0.1377662022092591,13,0,salt and pepper,0.014761952570420268
female,male,female and male,male and female,1742846,NA,NA,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.030958607224867526
peace,quiet,peace and quiet,quiet and peace,191274,NA,NA,no,0,0,1,1,0,0,0.805471415,1,1,1,0.451477985,0.313869508,1,0.1577846011658643,0.8629865834316699,0.0113489226805305,0.8395991687282185,0.8839964719917877,118,0,quiet and peace,0.003397647662690399
doctors,fathers,doctors and fathers,fathers and doctors,5235,NA,NA,no,0,0,0,0,0,0,-0.084958681,0,0,0,-0.373352435,0.0017671289999999,1,-0.2634590419446318,0.2726262006226881,0.0174448209121512,0.2390651875436089,0.3075675017698728,113,0,fathers and doctors,9.29906077887441e-5
city,country,city and country,country and city,106397,NA,NA,no,0,0,0,0,0,1,0.148433709,0,0,0,0.28497514,0.2884736799999999,1,-0.0344003530442184,0.7750027814082641,0.0139133417075708,0.7467377995962657,0.801306316618527,143,1,city and country,0.0018899563890924557
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
blood,flesh,blood and flesh,flesh and blood,556220,NA,NA,no,0,-1,0,0,0,0,1.713790461,0,0,0,-0.47360397,-0.0309239119999999,1,0.9841230709415733,0.1465994067332773,0.0144502670040154,0.1197149429383399,0.1762126462405025,75,0,flesh and blood,0.009880274281615137
pepper,salt,pepper and salt,salt and pepper,831039,NA,NA,no,0,0,-1,0,0,0,-1.263496356,-1,-1,-1,-0.439249542,-0.231116138,1,1.6063891374974213,0.1108888845782801,0.0128459188158458,0.0874343450843807,0.1377662022092591,13,0,salt and pepper,0.014761952570420268
man,woman,man and woman,woman and man,731849,NA,NA,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.01300001591587098
engineers,scientists,engineers and scientists,scientists and engineers,229487,NA,NA,no,0,0,0,0,0,-1,-0.243281692,0,2,1,-0.2489748869999999,-0.263593319,1,0.2443093800250357,0.26090603761187797,0.0142127484043003,0.2340874788931652,0.2899797636404356,100,1,engineers and scientists,0.004076434691426077
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.03260318209419041
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.03260318209419041
spring,summer,spring and summer,summer and spring,381701,NA,NA,no,0,0,0,0,0,1,-0.095203156,1,1,1,0.4901414979999999,0.349533387,1,0.588963887372533,0.9002188752650254,0.0098127738667338,0.8798533476238025,0.9181819799247926,86,1,spring and summer,0.006780249853595303
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
poetry,prose,poetry and prose,prose and poetry,222228,NA,NA,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,0,prose and poetry,0.003947491267942125
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
courage,hope,courage and hope,hope and courage,37808,NA,NA,no,0,0,0,0,0,0,-1.460497696,-1,-1,-1,-0.0682659749999999,-0.1419624669999999,1,-0.1897047797359649,0.4235452553708663,0.0117940486865649,0.4011950918297952,0.4473722358979988,192,0,hope and courage,6.715929129468647e-4
man,wife,man and wife,wife and man,213993,NA,NA,no,0,0,0,1,0,0,1.533387443,0,0,0,0.497677494,0.162608272,1,0.2092266876521782,0.8619176277602469,0.0112843666632668,0.8388009733861502,0.88279823159134,101,0,wife and man,0.003801210913569573
b,c,b and c,c and b,617842,NA,NA,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,0,c and b,0.010974881202944266
democracy,liberty,democracy and liberty,liberty and democracy,29095,NA,NA,no,1,0,0,0,0,0,-0.074833996,0,0,0,-0.116841382,0.050529461,1,-0.2094334165401928,0.4453207474575759,0.0117391429478033,0.4221345030019042,0.468194317516963,212,0,liberty and democracy,5.168217256186265e-4
knowledge,skills,knowledge and skills,skills and knowledge,437430,NA,NA,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,1,knowledge and skills,0.007770177949384972
north,south,north and south,south and north,1532336,NA,NA,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,0,south and north,0.027219265707081754
aunt,uncle,aunt and uncle,uncle and aunt,165376,NA,NA,no,0,0,0,-1,0,0,-0.342107258,1,1,1,0.138266738,-0.0178420369999999,1,0.0991443812696294,0.6141692271464987,0.0109054954695222,0.5929384309115788,0.6356829318313238,123,1,aunt and uncle,0.00293761504368125
god,man,god and man,man and god,501367,NA,NA,no,0,0,0,1,0,0,-0.518086474,0,0,0,0.3238296499999999,0.111173713,1,0.85992073941141,0.8059585862501526,0.0117403486409924,0.782487483633405,0.8282888818925639,76,1,god and man,0.00890590679182794
pepper,salt,pepper and salt,salt and pepper,831039,NA,NA,no,0,0,-1,0,0,0,-1.263496356,-1,-1,-1,-0.439249542,-0.231116138,1,1.6063891374974213,0.1108888845782801,0.0128459188158458,0.0874343450843807,0.1377662022092591,13,0,salt and pepper,0.014761952570420268
sailors,soldiers,sailors and soldiers,soldiers and sailors,149549,NA,NA,no,0,0,1,0,0,0,-1.82489864,0,0,0,-0.383529813,0.0636480409999999,1,0.0633076849881518,0.2624082963618523,0.0187646723007033,0.2263581859402915,0.2998567344191757,126,0,soldiers and sailors,0.0026564761039539427
development,research,development and research,research and development,1380352,NA,NA,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.02451953609215062
man,woman,man and woman,woman and man,731849,NA,NA,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.01300001591587098
body,face,body and face,face and body,97417,NA,NA,no,0,-1,0,-1,0,0,0.123632417,-1,-1,-1,-0.326375273,-0.27387252,1,-0.0547335515409436,0.2269387505080386,0.0138732610120979,0.2007298554408624,0.2551293807611977,148,0,face and body,0.0017304424143182585
pepper,salt,pepper and salt,salt and pepper,831039,NA,NA,no,0,0,-1,0,0,0,-1.263496356,-1,-1,-1,-0.439249542,-0.231116138,1,1.6063891374974213,0.1108888845782801,0.0128459188158458,0.0874343450843807,0.1377662022092591,13,0,salt and pepper,0.014761952570420268
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.03260318209419041
female,male,female and male,male and female,1742846,NA,NA,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.030958607224867526
father,mother,father and mother,mother and father,1590868,NA,NA,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,0,mother and father,0.02825898418942956
college,school,college and school,school and college,301287,NA,NA,no,-1,0,-1,0,0,-1,-0.885624709,-1,-1,-1,-0.472355263,-0.419624993,1,0.4068843969587626,0.1193817547407259,0.0121593835188218,0.0973863742375263,0.1451013463984574,90,0,school and college,0.005351835959665204
black,white,black and white,white and black,2268565,NA,NA,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.04029708465296509
force,violence,force and violence,violence and force,63181,NA,NA,no,1,0,0,0,0,0,1.308564922,2,2,1,0.42192273,0.182208723,1,-0.1322533047407078,0.8144208424252529,0.0127596858946834,0.7883754731294494,0.8383495767124509,169,1,force and violence,0.0011222998263038474
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
light,sound,light and sound,sound and light,68749,NA,NA,no,0,0,1,0,0,0,0.750991368,0,0,0,0.089579485,0.130787768,1,-0.1196458159623375,0.6141560220413517,0.0108086745061794,0.5926720552392241,0.635021737436938,165,1,light and sound,0.001221205595963394
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
black,white,black and white,white and black,2268565,NA,NA,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.04029708465296509
day,night,day and night,night and day,1876827,NA,NA,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,0,night and day,0.03333854507054923
north,south,north and south,south and north,1532336,NA,NA,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.027219265707081754
father,mother,father and mother,mother and father,1590868,NA,NA,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,0,mother and father,0.02825898418942956
heir,son,heir and son,son and heir,137375,NA,NA,no,0,0,-1,1,0,0,-2.953365075,0,0,0,-0.496789809,-0.062149526,1,0.0357423889414778,0.180295033499389,0.0149538340947111,0.1523454051906073,0.2108118046603213,131,0,son and heir,0.002440226312316852
blood,flesh,blood and flesh,flesh and blood,556220,NA,NA,no,0,-1,0,0,0,0,1.713790461,0,0,0,-0.47360397,-0.0309239119999999,1,0.9841230709415733,0.1465994067332773,0.0144502670040154,0.1197149429383399,0.1762126462405025,75,0,flesh and blood,0.009880274281615137
arms,legs,arms and legs,legs and arms,667976,NA,NA,no,0,1,0,0,0,0,0.779154987,0,0,0,0.336992646,0.1051687369999999,1,1.237169499805718,0.8302367469814647,0.0124055041699752,0.8051593062788397,0.8536303900499871,15,0,legs and arms,0.011865423921355134
god,man,god and man,man and god,501367,NA,NA,no,0,0,0,1,0,0,-0.518086474,0,0,0,0.3238296499999999,0.111173713,1,0.85992073941141,0.8059585862501526,0.0117403486409924,0.782487483633405,0.8282888818925639,76,1,god and man,0.00890590679182794
death,life,death and life,life and death,1142991,NA,NA,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.020303233579190907
day,night,day and night,night and day,1876827,NA,NA,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,0,night and day,0.03333854507054923
father,mother,father and mother,mother and father,1590868,NA,NA,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,0,mother and father,0.02825898418942956
